post_id,username,date,topic,hashtag,text,likes,retweets,replies,total_engagement,month
451,user_27,2026-02-25 13:00:00,Technology,#Innovation,"Technology news for today, check it out. #Innovation",100.0,12,4,116.0,2026-02
452,user_23,2026-03-09 11:00:00,Entertainment,#Drama,"I absolutely love this Entertainment content, it's amazing! #Drama",64.0,10,16,90.0,2026-03
453,user_151,2026-02-23 23:00:00,Education,#Learning,Here is an update about Education for everyone to see. #Learning,115.0,8,2,125.0,2026-02
454,user_36,2026-02-12 19:00:00,Travel,#Adventure,An update on Travel matters was released today. #Adventure,44.0,36,1,81.0,2026-02
455,user_72,2026-03-31 17:00:00,Entertainment,#Bollywood,Here is an update about Entertainment for everyone to see. #Bollywood,48.0,14,10,72.0,2026-03
456,user_69,2026-03-16 18:00:00,Politics,#Government,"This Politics update made my day, absolutely brilliant! #Government",7.0,18,19,44.0,2026-03
457,user_33,2026-03-12 20:00:00,Sports,#Cricket,"Great job on this Sports thing, truly impressive! #Cricket",9.0,4,28,41.0,2026-03
458,user_101,2026-03-05 21:00:00,Politics,#Government,"This Politics update made my day, absolutely brilliant! #Government",9.0,28,5,42.0,2026-03
459,user_97,2026-06-10 13:00:00,Education,#Students,"This Education update made my day, absolutely brilliant! #Students",14.0,30,4,48.0,2026-06
460,user_72,2026-05-12 23:00:00,Education,#OnlineClass,"I absolutely love this Education content, it's amazing! #OnlineClass",36.0,6,7,49.0,2026-05
461,user_199,2026-05-29 00:00:00,Travel,#Explore,"I'm so angry about this Travel decision, it's awful. #Explore",8.0,7,27,42.0,2026-05
462,user_102,2026-01-17 17:00:00,Sports,#Sports,"Sports news for today, check it out. #Sports",14.0,16,3,33.0,2026-01
463,user_73,2026-03-10 10:00:00,Entertainment,#Drama,Just sharing some Entertainment information today. #Drama,74.0,2,28,104.0,2026-03
464,user_175,2026-05-05 10:00:00,Travel,#Wanderlust,This Travel news is terrible and frustrating to hear. #Wanderlust,30.0,4,0,34.0,2026-05
465,user_41,2026-01-05 03:00:00,Technology,#Gadgets,"This Technology update made my day, absolutely brilliant! #Gadgets",9.0,11,3,23.0,2026-01
466,user_167,2026-06-26 04:00:00,Education,#Learning,"I'm so angry about this Education decision, it's awful. #Learning",88.0,8,2,98.0,2026-06
467,user_65,2026-06-17 11:00:00,Food,#Foodie,Really happy and excited about this Food news! #Foodie,48.0,18,1,67.0,2026-06
468,user_161,2026-01-14 12:00:00,Sports,#Football,"This Sports update made my day, absolutely brilliant! #Football",9.0,0,10,19.0,2026-01
469,user_181,2026-06-17 02:00:00,Food,#Delicious,Just sharing some Food information today. #Delicious,54.0,9,14,77.0,2026-06
470,user_58,2026-02-03 18:00:00,Sports,#Cricket,"Great job on this Sports thing, truly impressive! #Cricket",81.0,13,16,110.0,2026-02
471,user_178,2026-01-31 13:00:00,Education,#Students,"This Education update made my day, absolutely brilliant! #Students",11.0,1,2,14.0,2026-01
472,user_27,2026-01-23 23:00:00,Politics,#Policy,This Politics news is terrible and frustrating to hear. #Policy,2.0,11,22,35.0,2026-01
473,user_165,2026-04-08 04:00:00,Sports,#Football,Really happy and excited about this Sports news! #Football,2.0,1,4,7.0,2026-04
474,user_43,2026-06-06 20:00:00,Politics,#Politics,"Wonderful experience with Politics today, feeling grateful! #Politics",135.0,5,5,145.0,2026-06
475,user_176,2026-04-16 19:00:00,Education,#Learning,"This is the best Education update I've seen, fantastic work! #Learning",2.0,2,34,38.0,2026-04
476,user_151,2026-02-05 03:00:00,Education,#Education,Here is an update about Education for everyone to see. #Education,167.0,0,24,191.0,2026-02
477,user_71,2026-02-05 07:00:00,Health,#Wellness,"Great job on this Health thing, truly impressive! #Wellness",50.0,30,4,84.0,2026-02
478,user_200,2026-06-05 09:00:00,Sports,#Match,"Wonderful experience with Sports today, feeling grateful! #Match",36.0,10,8,54.0,2026-06
479,user_156,2026-02-22 16:00:00,Technology,#Coding,Sharing details about the latest Technology developments. #Coding,7.0,0,2,9.0,2026-02
480,user_99,2026-03-03 15:00:00,Entertainment,#Movies,This is a report regarding recent Entertainment activity. #Movies,35.0,3,8,46.0,2026-03
481,user_4,2026-01-19 16:00:00,Sports,#Match,"This Sports update made my day, absolutely brilliant! #Match",175.0,1,8,184.0,2026-01
482,user_94,2026-05-26 13:00:00,Travel,#Adventure,Just sharing some Travel information today. #Adventure,29.0,30,1,60.0,2026-05
483,user_4,2026-05-31 02:00:00,Politics,#Politics,Here is an update about Politics for everyone to see. #Politics,58.0,27,23,108.0,2026-05
484,user_161,2026-05-10 09:00:00,Food,#Delicious,"I absolutely love this Food content, it's amazing! #Delicious",57.0,10,7,74.0,2026-05
485,user_138,2026-06-13 17:00:00,Health,#Health,"I'm so angry about this Health decision, it's awful. #Health",101.0,12,0,113.0,2026-06
486,user_40,2026-05-11 06:00:00,Politics,#Politics,Really happy and excited about this Politics news! #Politics,133.0,17,9,159.0,2026-05
487,user_112,2026-03-21 22:00:00,Travel,#Travel,"This Travel update made my day, absolutely brilliant! #Travel",12.0,16,4,32.0,2026-03
488,user_157,2026-01-30 14:00:00,Entertainment,#Drama,"I absolutely love this Entertainment content, it's amazing! #Drama",52.0,1,8,61.0,2026-01
489,user_182,2026-01-31 00:00:00,Technology,#Tech,"This Technology update made my day, absolutely brilliant! #Tech",372.0,0,30,402.0,2026-01
490,user_133,2026-03-30 16:00:00,Politics,#Policy,Just sharing some Politics information today. #Policy,26.0,30,12,68.0,2026-03
491,user_86,2026-01-31 00:00:00,Food,#Cooking,"This is the best Food update I've seen, fantastic work! #Cooking",41.0,20,16,77.0,2026-01
492,user_20,2026-05-28 20:00:00,Health,#Wellness,"I absolutely love this Health content, it's amazing! #Wellness",25.0,5,8,38.0,2026-05
493,user_43,2026-05-08 18:00:00,Education,#Education,"Worst experience ever with Education, totally unacceptable. #Education",82.0,21,12,115.0,2026-05
494,user_30,2026-06-22 23:00:00,Travel,#Wanderlust,"I absolutely love this Travel content, it's amazing! #Wanderlust",28.0,25,1,54.0,2026-06
495,user_12,2026-01-04 07:00:00,Entertainment,#Movies,Here is an update about Entertainment for everyone to see. #Movies,39.0,0,3,42.0,2026-01
496,user_183,2026-01-10 17:00:00,Education,#Learning,"This is the best Education update I've seen, fantastic work! #Learning",22.0,7,9,38.0,2026-01
497,user_20,2026-03-23 08:00:00,Health,#Gym,"This is the best Health update I've seen, fantastic work! #Gym",24.0,8,2,34.0,2026-03
498,user_133,2026-02-15 07:00:00,Travel,#Travel,"This Travel update made my day, absolutely brilliant! #Travel",23.0,3,0,26.0,2026-02
499,user_84,2026-03-14 09:00:00,Technology,#Gadgets,Here is an update about Technology for everyone to see. #Gadgets,46.0,16,7,69.0,2026-03
500,user_145,2026-02-21 09:00:00,Sports,#Sports,"I really hate how this Sports situation turned out, so disappointing. #Sports",31.0,7,15,53.0,2026-02
501,user_127,2026-04-05 18:00:00,Food,#Delicious,Just sharing some Food information today. #Delicious,36.0,9,0,45.0,2026-04
502,user_105,2026-02-08 00:00:00,Entertainment,#Music,An update on Entertainment matters was released today. #Music,20.0,7,4,31.0,2026-02
503,user_195,2026-03-27 00:00:00,Technology,#AI,Really happy and excited about this Technology news! #AI,43.0,11,7,61.0,2026-03
504,user_136,2026-01-27 06:00:00,Health,#Wellness,Sharing details about the latest Health developments. #Wellness,72.0,25,10,107.0,2026-01
505,user_12,2026-03-13 02:00:00,Entertainment,#Music,"I really hate how this Entertainment situation turned out, so disappointing. #Music",155.0,0,1,156.0,2026-03
506,user_118,2026-06-29 11:00:00,Entertainment,#Drama,An update on Entertainment matters was released today. #Drama,0.0,15,18,33.0,2026-06
507,user_20,2026-06-13 12:00:00,Sports,#Football,This Sports update is disappointing and poorly done. #Football,13.0,39,0,52.0,2026-06
508,user_81,2026-03-16 08:00:00,Technology,#Tech,This Technology news is terrible and frustrating to hear. #Tech,136.0,6,0,142.0,2026-03
509,user_70,2026-03-23 14:00:00,Health,#Wellness,Sharing details about the latest Health developments. #Wellness,33.0,4,2,39.0,2026-03
510,user_40,2026-05-30 03:00:00,Entertainment,#Music,"This is the best Entertainment update I've seen, fantastic work! #Music",18.0,24,6,48.0,2026-05
511,user_138,2026-04-15 03:00:00,Sports,#Sports,"Great job on this Sports thing, truly impressive! #Sports",18.0,14,10,42.0,2026-04
512,user_68,2026-03-20 14:00:00,Travel,#Adventure,Just sharing some Travel information today. #Adventure,15.0,8,1,24.0,2026-03
513,user_155,2026-06-30 22:00:00,Sports,#Sports,"This Sports update made my day, absolutely brilliant! #Sports",9.0,17,1,27.0,2026-06
514,user_64,2026-01-24 22:00:00,Technology,#Tech,Really happy and excited about this Technology news! #Tech,37.0,18,0,55.0,2026-01
515,user_8,2026-03-08 05:00:00,Travel,#Explore,"I absolutely love this Travel content, it's amazing! #Explore",41.0,4,26,71.0,2026-03
516,user_119,2026-03-05 03:00:00,Health,#MentalHealth,An update on Health matters was released today. #MentalHealth,33.0,24,6,63.0,2026-03
517,user_200,2026-01-04 01:00:00,Sports,#Cricket,Just sharing some Sports information today. #Cricket,2.0,15,24,41.0,2026-01
518,user_166,2026-06-25 20:00:00,Entertainment,#Celebrity,"Great job on this Entertainment thing, truly impressive! #Celebrity",35.0,25,17,77.0,2026-06
519,user_51,2026-01-06 02:00:00,Sports,#Cricket,"Worst experience ever with Sports, totally unacceptable. #Cricket",12.0,3,7,22.0,2026-01
520,user_119,2026-02-01 01:00:00,Education,#Students,Here is an update about Education for everyone to see. #Students,26.0,27,18,71.0,2026-02
521,user_8,2026-04-12 15:00:00,Technology,#Gadgets,"Wonderful experience with Technology today, feeling grateful! #Gadgets",21.0,4,12,37.0,2026-04
522,user_71,2026-02-24 05:00:00,Health,#Wellness,This Health news is terrible and frustrating to hear. #Wellness,16.0,25,4,45.0,2026-02
523,user_158,2026-06-07 19:00:00,Food,#Foodie,This Food news is terrible and frustrating to hear. #Foodie,55.0,1,7,63.0,2026-06
524,user_16,2026-05-21 15:00:00,Entertainment,#Drama,"I'm so angry about this Entertainment decision, it's awful. #Drama",30.0,13,1,44.0,2026-05
525,user_135,2026-02-21 20:00:00,Sports,#WorldCup,"This is the best Sports update I've seen, fantastic work! #WorldCup",66.0,29,1,96.0,2026-02
526,user_92,2026-04-08 22:00:00,Entertainment,#Movies,This Entertainment update is disappointing and poorly done. #Movies,5.0,0,8,13.0,2026-04
527,user_83,2026-05-25 16:00:00,Education,#Students,"I'm so angry about this Education decision, it's awful. #Students",46.0,11,2,59.0,2026-05
528,user_8,2026-06-02 07:00:00,Health,#Wellness,"I absolutely love this Health content, it's amazing! #Wellness",24.0,13,5,42.0,2026-06
529,user_60,2026-04-02 18:00:00,Food,#Restaurant,"Great job on this Food thing, truly impressive! #Restaurant",220.0,2,9,231.0,2026-04
530,user_189,2026-03-10 17:00:00,Politics,#Election,"This Politics update made my day, absolutely brilliant! #Election",25.0,8,10,43.0,2026-03
531,user_45,2026-04-10 11:00:00,Technology,#Innovation,Just sharing some Technology information today. #Innovation,58.0,71,1,130.0,2026-04
532,user_181,2026-06-01 00:00:00,Politics,#Government,Really happy and excited about this Politics news! #Government,5.0,19,6,30.0,2026-06
533,user_127,2026-05-25 06:00:00,Travel,#Vacation,An update on Travel matters was released today. #Vacation,16.0,1,0,17.0,2026-05
534,user_155,2026-01-15 07:00:00,Food,#Foodie,"I absolutely love this Food content, it's amazing! #Foodie",112.0,3,3,118.0,2026-01
535,user_52,2026-03-26 19:00:00,Entertainment,#Movies,"Great job on this Entertainment thing, truly impressive! #Movies",35.0,6,0,41.0,2026-03
536,user_38,2026-01-16 00:00:00,Politics,#Government,"This is the best Politics update I've seen, fantastic work! #Government",36.0,1,12,49.0,2026-01
537,user_181,2026-01-19 11:00:00,Politics,#Government,An update on Politics matters was released today. #Government,13.0,11,16,40.0,2026-01
538,user_41,2026-03-24 04:00:00,Health,#Wellness,"Worst experience ever with Health, totally unacceptable. #Wellness",52.0,11,3,66.0,2026-03
539,user_144,2026-02-14 22:00:00,Health,#Wellness,"Health news for today, check it out. #Wellness",20.0,16,41,77.0,2026-02
540,user_188,2026-04-07 09:00:00,Travel,#Vacation,"Wonderful experience with Travel today, feeling grateful! #Vacation",54.0,12,10,76.0,2026-04
541,user_101,2026-06-29 18:00:00,Food,#Foodie,"This Food update made my day, absolutely brilliant! #Foodie",31.0,0,6,37.0,2026-06
542,user_145,2026-02-26 20:00:00,Technology,#Innovation,Really happy and excited about this Technology news! #Innovation,158.0,2,9,169.0,2026-02
543,user_89,2026-01-20 07:00:00,Sports,#Sports,Just sharing some Sports information today. #Sports,11.0,11,0,22.0,2026-01
544,user_68,2026-04-25 00:00:00,Travel,#Explore,"I absolutely love this Travel content, it's amazing! #Explore",29.0,21,3,53.0,2026-04
545,user_185,2026-03-07 03:00:00,Entertainment,#Celebrity,"I absolutely love this Entertainment content, it's amazing! #Celebrity",54.0,23,20,97.0,2026-03
546,user_127,2026-02-12 13:00:00,Technology,#Gadgets,"Great job on this Technology thing, truly impressive! #Gadgets",13.0,7,1,21.0,2026-02
547,user_167,2026-05-03 18:00:00,Health,#Health,"Great job on this Health thing, truly impressive! #Health",244.0,39,6,289.0,2026-05
548,user_82,2026-03-17 00:00:00,Entertainment,#Movies,"I absolutely love this Entertainment content, it's amazing! #Movies",92.0,11,7,110.0,2026-03
549,user_42,2026-02-13 12:00:00,Food,#Cooking,Here is an update about Food for everyone to see. #Cooking,4.0,21,1,26.0,2026-02
550,user_124,2026-06-02 19:00:00,Sports,#Sports,"I really hate how this Sports situation turned out, so disappointing. #Sports",87.0,22,9,118.0,2026-06
551,user_41,2026-06-05 13:00:00,Technology,#Tech,Feeling sad and upset about this Technology outcome. #Tech,1.0,5,2,8.0,2026-06
552,user_142,2026-04-15 22:00:00,Technology,#Tech,"This is the best Technology update I've seen, fantastic work! #Tech",22.0,1,22,45.0,2026-04
553,user_101,2026-01-25 01:00:00,Food,#Recipe,"Worst experience ever with Food, totally unacceptable. #Recipe",40.0,5,4,49.0,2026-01
554,user_76,2026-04-20 02:00:00,Education,#Education,Really happy and excited about this Education news! #Education,29.0,13,5,47.0,2026-04
555,user_75,2026-02-13 20:00:00,Education,#Learning,"I absolutely love this Education content, it's amazing! #Learning",125.0,10,38,173.0,2026-02
556,user_126,2026-04-12 15:00:00,Sports,#Sports,"I really hate how this Sports situation turned out, so disappointing. #Sports",95.0,3,21,119.0,2026-04
557,user_98,2026-02-17 11:00:00,Food,#Delicious,"Wonderful experience with Food today, feeling grateful! #Delicious",6.0,25,3,34.0,2026-02
558,user_68,2026-04-23 14:00:00,Travel,#Explore,"I absolutely love this Travel content, it's amazing! #Explore",105.0,30,13,148.0,2026-04
559,user_171,2026-02-08 22:00:00,Entertainment,#Movies,An update on Entertainment matters was released today. #Movies,78.0,5,0,83.0,2026-02
560,user_59,2026-04-16 18:00:00,Sports,#Match,Really happy and excited about this Sports news! #Match,25.0,2,9,36.0,2026-04
561,user_122,2026-05-18 21:00:00,Technology,#Gadgets,An update on Technology matters was released today. #Gadgets,21.0,55,8,84.0,2026-05
562,user_147,2026-01-09 16:00:00,Entertainment,#Drama,"I really hate how this Entertainment situation turned out, so disappointing. #Drama",86.0,2,15,103.0,2026-01
563,user_50,2026-02-12 06:00:00,Politics,#Election,"Great job on this Politics thing, truly impressive! #Election",128.0,10,7,145.0,2026-02
564,user_38,2026-02-21 20:00:00,Politics,#Policy,"I absolutely love this Politics content, it's amazing! #Policy",72.0,2,5,79.0,2026-02
565,user_143,2026-01-23 12:00:00,Food,#Foodie,"This Food update made my day, absolutely brilliant! #Foodie",25.0,2,3,30.0,2026-01
566,user_180,2026-04-28 00:00:00,Health,#MentalHealth,"Worst experience ever with Health, totally unacceptable. #MentalHealth",3.0,0,1,4.0,2026-04
567,user_150,2026-05-26 18:00:00,Health,#Fitness,"This is the best Health update I've seen, fantastic work! #Fitness",164.0,11,27,202.0,2026-05
568,user_89,2026-03-15 17:00:00,Sports,#Cricket,An update on Sports matters was released today. #Cricket,28.0,5,5,38.0,2026-03
569,user_122,2026-05-27 19:00:00,Health,#Gym,"This Health update made my day, absolutely brilliant! #Gym",28.0,1,8,37.0,2026-05
570,user_175,2026-06-08 19:00:00,Technology,#Tech,"Great job on this Technology thing, truly impressive! #Tech",12.0,14,8,34.0,2026-06
571,user_122,2026-01-13 23:00:00,Health,#Fitness,Really happy and excited about this Health news! #Fitness,8.0,0,12,20.0,2026-01
572,user_72,2026-03-19 09:00:00,Food,#Cooking,Here is an update about Food for everyone to see. #Cooking,30.0,0,42,72.0,2026-03
573,user_77,2026-02-28 04:00:00,Education,#Education,Sharing details about the latest Education developments. #Education,2.0,17,32,51.0,2026-02
574,user_166,2026-04-17 19:00:00,Education,#Students,This is a report regarding recent Education activity. #Students,13.0,2,1,16.0,2026-04
575,user_96,2026-05-05 16:00:00,Sports,#WorldCup,"This is the best Sports update I've seen, fantastic work! #WorldCup",18.0,1,9,28.0,2026-05
576,user_130,2026-03-21 22:00:00,Technology,#AI,This Technology news is terrible and frustrating to hear. #AI,3.0,10,45,58.0,2026-03
577,user_50,2026-01-08 05:00:00,Health,#MentalHealth,"Wonderful experience with Health today, feeling grateful! #MentalHealth",84.0,14,2,100.0,2026-01
578,user_93,2026-04-27 01:00:00,Entertainment,#Movies,Just sharing some Entertainment information today. #Movies,48.0,11,4,63.0,2026-04
579,user_32,2026-04-12 20:00:00,Entertainment,#Bollywood,"Great job on this Entertainment thing, truly impressive! #Bollywood",7.0,32,4,43.0,2026-04
580,user_122,2026-04-25 05:00:00,Technology,#Innovation,"Great job on this Technology thing, truly impressive! #Innovation",10.0,6,4,20.0,2026-04
581,user_99,2026-03-14 00:00:00,Travel,#Travel,Really happy and excited about this Travel news! #Travel,87.0,19,11,117.0,2026-03
582,user_58,2026-02-26 20:00:00,Technology,#Tech,"Wonderful experience with Technology today, feeling grateful! #Tech",0.0,8,5,13.0,2026-02
583,user_3,2026-01-06 21:00:00,Entertainment,#Bollywood,"Great job on this Entertainment thing, truly impressive! #Bollywood",0.0,4,11,15.0,2026-01
584,user_58,2026-06-03 00:00:00,Education,#Learning,Sharing details about the latest Education developments. #Learning,7.0,11,1,19.0,2026-06
585,user_90,2026-04-19 12:00:00,Food,#Cooking,"Worst experience ever with Food, totally unacceptable. #Cooking",0.0,4,29,33.0,2026-04
586,user_160,2026-06-23 16:00:00,Education,#Students,"Great job on this Education thing, truly impressive! #Students",80.0,48,5,133.0,2026-06
587,user_144,2026-06-19 11:00:00,Health,#MentalHealth,"I really hate how this Health situation turned out, so disappointing. #MentalHealth",5.0,11,4,20.0,2026-06
588,user_71,2026-01-17 10:00:00,Food,#Delicious,"I absolutely love this Food content, it's amazing! #Delicious",93.0,1,5,99.0,2026-01
589,user_133,2026-02-18 04:00:00,Travel,#Explore,This is a report regarding recent Travel activity. #Explore,8.0,5,10,23.0,2026-02
590,user_175,2026-06-19 10:00:00,Entertainment,#Drama,An update on Entertainment matters was released today. #Drama,32.0,7,4,43.0,2026-06
591,user_108,2026-03-17 08:00:00,Politics,#Policy,Sharing details about the latest Politics developments. #Policy,30.0,23,17,70.0,2026-03
592,user_88,2026-05-27 06:00:00,Health,#MentalHealth,"I absolutely love this Health content, it's amazing! #MentalHealth",155.0,23,3,181.0,2026-05
593,user_130,2026-06-21 11:00:00,Entertainment,#Drama,Feeling sad and upset about this Entertainment outcome. #Drama,58.0,8,2,68.0,2026-06
594,user_25,2026-02-16 09:00:00,Food,#Restaurant,Sharing details about the latest Food developments. #Restaurant,91.0,0,18,109.0,2026-02
595,user_86,2026-02-16 21:00:00,Education,#Study,Really happy and excited about this Education news! #Study,30.0,15,8,53.0,2026-02
596,user_96,2026-04-18 10:00:00,Sports,#Sports,"This is the best Sports update I've seen, fantastic work! #Sports",112.0,15,7,134.0,2026-04
597,user_163,2026-05-01 01:00:00,Food,#Foodie,"I'm so angry about this Food decision, it's awful. #Foodie",3.0,10,1,14.0,2026-05
598,user_98,2026-01-31 21:00:00,Sports,#Match,This Sports news is terrible and frustrating to hear. #Match,66.0,10,9,85.0,2026-01
599,user_105,2026-02-21 10:00:00,Food,#Recipe,This Food news is terrible and frustrating to hear. #Recipe,2.0,1,10,13.0,2026-02
600,user_86,2026-01-21 15:00:00,Education,#Learning,"This Education update made my day, absolutely brilliant! #Learning",3.0,1,0,4.0,2026-01
